"ID","Code","CarOption","Version","Price","Sup_ID","Supplier","Address","Tel","Fax","Active","AssetGroupCode"
3580,"03580",ค่าเพ็คเก็จส่งข้อมูลทุก 1 นาที ระยะเลา 5 ปี,กฝผ พระนครใต้ ปี 62,"2520.0000",2855,บริษัท คราทอส แทรคกิ้ง จำกัด,"968 อาคารอื้อจือเหลียง ชั้นที่ 5 ถนนพระราม 4 แขวงสีลม เขตบางรัก กรุงเทพฯ 10500","02-687-5360","02-687-5365",1,"0"
3581,"03581",สติกเกอร์แบบ การไฟฟ้าฝ่ายผลิต โรงไฟฟ้าพระนครใต้,ปี 62,"5000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
3582,"03582",เปลี่ยนยาง BS 225/60R17 จำนวน 5 เส้น ( 1 ชุด ),ปี 62,"28000.0000",1992,บริษัท ก.เจริญค็อกพิท จำกัด ( ศรีนครินทร์ ),"14,16,18 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพ","02-138-6037","02-138-6041",1,"0"
3583,"03583",ชุดจับจักรยานท้ายรถได้ 3 คัน แบบพับได้,THULE ปี 62,"49500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3584,"03584",ชุดสายไฟ 15 x 10 มม. ที่วางจักรยาน,ปี 62,"3800.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3585,"03585",สติกเกอร์แบบ การไฟฟ้าส่วนภูมิภาค ประตู ซ้าย-ขวา,ปี 62,"3000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
3586,"03586",สติกเกอร์รหัสยานพาหนะ ประตู ซ้าย-ขวา,ปี 62,"1000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
3587,"03587","สติกเกอร์ "" ห้ามบุคคลภายนอกโดยสาร """,ปี 62,"1000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
3588,"03588",กันชนท้าย REVO ( เทียม ),ปี 62,"3800.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3589,"03589",ชุด TOW Ball ขนาด 50 mm.,Ford Reptor ปี 62,"1600.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3590,"03590",ชุดติดตั้งพร้อมปลั๊กไฟแบบกลม,Ford Reptor ปี 62,"1500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3591,"03591",ลำโพงคู่หลัง 1 คู่,revo cab 2.4J ปี 62,"1900.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3592,"03592","ฐานรองลำโพง,สายลำโพง 5 ม.",revo cab 2.4J ปี 62,"1200.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3593,"03593",โช็คอัพหลังโมโนทูป OZY SUSPENSIONS จำนวน 2 ตัว,ปี 62,"13084.1100",2886,บริษัท อ๊อสซี่ ออโต้ โซน จำกัด,"17/7 หมู่ 1 แขวงสายไหม เขตสายไหม จังหวัดกรุงเทพฯ 10220","02-563-4433","02/563-4435",1,"0"
3594,"03594",แผ่นแหนบโค้ง OZY SUSPENSIONS จำนวน 2 ตัว,ปี 62,"3551.4000",2886,บริษัท อ๊อสซี่ ออโต้ โซน จำกัด,"17/7 หมู่ 1 แขวงสายไหม เขตสายไหม จังหวัดกรุงเทพฯ 10220","02-563-4433","02/563-4435",1,"0"
3595,"03595",แผ่นแหนบตรง (บรรทุก) OZY SUSPENSIONS จำนวน 2 ตัว,ปี 62,"4205.6100",2886,บริษัท อ๊อสซี่ ออโต้ โซน จำกัด,"17/7 หมู่ 1 แขวงสายไหม เขตสายไหม จังหวัดกรุงเทพฯ 10220","02-563-4433","02/563-4435",1,"0"
3596,"03596",สาแหรก (ตัวยาว) จำนวน 4 ตัว,ปี 62,"747.6600",2886,บริษัท อ๊อสซี่ ออโต้ โซน จำกัด,"17/7 หมู่ 1 แขวงสายไหม เขตสายไหม จังหวัดกรุงเทพฯ 10220","02-563-4433","02/563-4435",1,"0"
3597,"03597",สติกเกอร์โลโก้ BANGKOK UNITED ขนาด 17x30 ซม.,ปี 62,"150.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
3598,"03598",โครงหลังคาอลูมิเนียมสูงจากพื้นกระบะ 1.80 ม.,ปี 62,"180000.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3599,"03599",มีบันไดท้าย ขึ้น - ลง แบบแขวนถอดได้,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3600,"03600",ปูพื้นกระบะด้ยไม้เนื้อแข็ง,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3601,"03601",เบาะนั่ง 2 แถวพร้อมพนังพิง,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3602,"03602",ฝากระบะข้าง L-R-หลัง เหล็กซิ้งค์ปั๊มลอนสูง 50 ซม.,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3603,"03603",พ่นสีกระบะตามสีหัวเก๋ง,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3604,"03604",ราวจับภายในหลังคา 2 เส้น,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3605,"03605",ติดตั้งไฟหน้า-หลัง บนหลังคา สีตามกฎหมาย,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3606,"03606",ผ้าใบกันน้ำฝนสีเข้ม L-R,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3607,"03607",กริ่งกดพร้อมสัญญาณ 2 จุด,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3608,"03608",ราวกันมุด L-R พร้อมคาคสีขาว-แดง,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3609,"03609",ไฟเลี้ยว หรี ข้างละ 3 ดวง,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3610,"03610",สติกเกอร์สะท้านแสงพร้อมไฟทับทิมทั้ง 3 ด้าน,ปี 62,"0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3611,"03611",พ่นสีหลังคาภายนอกสีขาว,ปี 62,"15000.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3612,"03612",ปูพื้นไม้อัดทับด้วยยางดูราฟลอร์,Hiace GL ปี 62,"6600.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
3613,"03613",ปูพื้นไม้อัดทับด้วยยางแผ่นเรียบ,Hiace GL ปี 62,"4600.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
3614,"03614",ยางหนุล้อรถบรรทุกขนาด 26x30x15 ซม.รับได้ 15 ตัน,ปี 62,"625.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3615,"03615",สาย HDMI ยาว 5 ม.,ปี 62,"850.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3616,"03616","ชุดสายไฟแอมป์ในรถ 12 V.จำนวน 1 จุด,แก้ไขระบบไฟ",ปี 62,"1800.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3617,"03617",สาย AVระบบเสียง ยาว 5 ม.,ปี 62,"350.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3618,"03618",ชุดขายึด TV 43 นิ้ว,ปี 62,"1500.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3619,"03619",พ่นกันสนิมพิเศษ และ Wind Deflector,"","0.0000",0,,"","","",1,"0"
3620,"03620",อัตราค่าเหมาซ่อมบำรุงแบบ Full Option 1.14 บาท/กม.,"สัญญา 5 ปี หรือ 500,000 กม.หรือระยะใดถึงก่อน","0.0000",0,,"","","",1,"0"
3621,"03621",ตู้แครี่บอยคาร์โก้บอกซ์ SPC.,FG8JPIA 6 ล้อ ปี 62,"285000.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3622,"03622","ขนาดตู้ภายนอก 2,480x7,580x2,700",FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3623,"03623","ขนาดตู้ภายใน 2,310x7,360x2,480",FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3624,"03624",ประตูด้านข้าง 8 บาน,FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3625,"03625",ประตูท้ายบานคู่เปิดสวิง ( 2 บาน ),FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3626,"03626",พื้นแผ่นเหล็ก,FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3627,"03627","สติกเอกร์สะท้อนแสง,ไฟทับทิม,ไฟหลังคา,ตาขอฝังพื้น",FG8JPIA 6 ล้อ ปี 62,"13000.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3628,"03628","ชุดไฟ LED เขียว,เหลือง,แดง/ไฟในตู้ 18 W.",FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3629,"03629","ชุดบังโคลน,การ์ดข้าง",FG8JPIA 6 ล้อ ปี 62,"0.0000",1853,บริษัท ที.เค.ดี. ไฟเบอร์ จำกัด,"888 ถนนหลวงแพ่ง แขวงทับยาว กรุงเทพฯ 10520","02-360-7555","02-738-1623",1,"0"
3651,"03651",ระบบ GPS และกล้องวงจรปิด,FG8JPIA 6 ล้อ ปี 62,"35000.0000",0,บริษัท คราทอส แทรคกิ้ง จำกัด,"","","",1,"0"
3652,"03652",เครื่องบันทึก Mobile HDCVR 4 Channels+GPS,FG8JPIA 6 ล้อ ปี 62,"0.0000",0,บริษัท คราทอส แทรคกิ้ง จำกัด,"","","",1,"0"
3653,"03653",Hard Disk 500 GB,FG8JPIA 6 ล้อ ปี 62,"0.0000",0,บริษัท คราทอส แทรคกิ้ง จำกัด,"","","",1,"0"
3654,"03654",สายสัญญาณ Ommi-high gain,FG8JPIA 6 ล้อ ปี 62,"0.0000",0,บริษัท คราทอส แทรคกิ้ง จำกัด,"","","",1,"0"
3655,"03655","กล้องHDCVI 2.8mm.,Mobile Camera 720P จำนวน 4 ตัว",FG8JPIA 6 ล้อ ปี 62,"0.0000",0,บริษัท คราทอส แทรคกิ้ง จำกัด,"","","",1,"0"
3656,"03656",เปลี่ยนตู้แอร์ใหม่เพิ่มระบบสายน้ำยา,Hiace ตู้ทึบ ฟิลิปส์ ปี 62,"16000.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
3657,"03657","เพิ่มแป็บทองแดง,คอนโซนครอบตู้แอร์ใหม่",Hiace ตู้ทึบ ฟิลิปส์ ปี 62,"0.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
3658,"03658",แว๊กน้ำยาแอร์ 134 A,Hiace ตู้ทึบ ฟิลิปส์ ปี 62,"0.0000",1686,ห้างหุ้นส่วนจำกัด พิพัฒนพงศ์การช่าง,"377 หมู่ 9 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพฯ 10140","0-2427-7029","0-2427-7818",1,"0"
3659,"03659",สติกเกอร์สัญลักษณ์ การบินพลเรือน ประตูหน้า L,ปี62,"3000.0000",1958,บริษัท แครี่บอย มาร์เก็ตติ้ง จำกัด (สาขา 8 ),"555 ถนนหลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","02-364-8555","02-364-8551",1,"0"
3660,"03660",หัวหมอนเบาะตัวกลางห้องโดยสาร,HYUNDAI ปี 62,"4018.6900",2342,บริษัท โซล มอเตอร์(ประเทศไทย) จำกัด,"336/116-118 ถ.วิภาวดีรังสิต ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130","","0-2992-1690",1,"0"
3661,"03661",ตู้บรรทุกสินค้าอลูมิเนียมเปิดข้าง,สูงจากพื้นกระบะ1.80 ม.ปี 62,"97500.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3662,"03662",ปูพื้นกระบะด้วยเหล็กแผ่นเรียบหนา 3 มม.,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3663,"03663",บังโคลนล้อ,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3664,"03664",กรอบไฟท้ายไฟเบอร์,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3665,"03665",หลังเก๋งปิดด้วยอลูมิเนียมเจาะช่องมองหลัง,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3666,"03666",ประตูข้างซ้ายเปิดสวิงเต็ม 2 บาน,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3667,"03667",ประตูท้ายเปิดสวิงเต็ม 2 บาน,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3668,"03668","ไฟเลี้ยว,ไฟหรี เหลือง แดง เหนือขอบประตูท้าย","","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3669,"03669",ตาข่าย 4 ด้าน ภายใน,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"1433  ถนนสุขุมวิท  77 ( อ่อนนุช 25-27 แขวงสวนหลวง เขตสวนหลวง กรุงเทพ 10250","0-2311-6002 , 0-2311-5371 , 0-2322-5458-9","0-2331-9156",1,"0"
3670,"03670",สเกิร์ตด้านข้าง 2 ด้าน,"","0.0000",1683,บริษัท MKC  มงคลชัย บอดี้ จำกัด,"","","",1,"0"
3671,"03671",ล้อแม็กขอบ 15 นิ้ว จำนวน 4 วง,ปี 62,"10000.0000",1992,บริษัท ก.เจริญค็อกพิท จำกัด ( ศรีนครินทร์ ),"14,16,18 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพ","02-138-6037","02-138-6041",1,"0"
3672,"03672",ไม้ปัดขนไก่,ปี 62,"190.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3673,"03673",แชมพูล้างรถยนต์,ปี 62,"240.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3674,"03674",น้ำยาเคลือบรถยนต์ ( คาร์โก้ ),ปี 62,"240.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3675,"03675",น้ำยาเคลือบเบาะรถยนต์ ( แว๊กซี ),ปี 62,"100.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3676,"03676",ผ้าเช็ดรถยนต์,ปี 62,"250.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3677,"03677",แปรงขัดล้อรถยนต์,ปี 62,"190.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3678,"03678",ถังน้ำล้างรถยนต์,ปี 62,"350.0000",1714,บริษัท คราทอส เทรดดิ้ง จำกัด,"475 ซอยจัดสรรเอื้อวัฒนสกุล ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","02-320-3173-5","02-320-3171-2",1,"0"
3679,"03679",สติกเกอร์สะท้อนแสงสีแดงติดรอบคัน,"","0.0000",0,,"","","",1,"0"
3680,"03680",พื้นในกรุไวนิล (PCD),"","0.0000",0,,"","","",1,"0"
3681,"03681",Roll Bar สแตนเลสขนาด 2 นิ้ว ยาวตามขนาดกระบะ,และสูง 16.5 นิ้ว,"0.0000",0,,"","","",1,"0"
3682,"03682",แท่นเสียบเสาธงยึดกับแชสซี ขนาดรูใน 1.5 นิ้ว,"","0.0000",0,,"","","",1,"0"
3683,"03683",ยางซุ้มล้อ 4 ล้อ,"","0.0000",0,,"","","",1,"0"
3684,"03684",ผ้ายาง 4 แผ่น,"","0.0000",0,,"","","",1,"0"
3685,"03685",ฟิล์ม 3M บานหน้าเต็ม รุ่น Crystalline c40 60%,"","0.0000",0,,"","","",1,"0"
3686,"03686",ฟิล์ม 3M บานหน้าเต็ม รุ่น Crystalline c20 80%,"","0.0000",0,,"","","",1,"0"
3687,"03687",ฟิล์ม 3M รอบคัน 60%,"","0.0000",0,,"","","",1,"0"
3696,"03696",รอกสลิงไฟฟ้า CHENG DAY BLACK 2 TONS ชนิดรางเดี่ยว,"","29000.0000",0,,"","","",0,"0"
3707,"03707",รอกสลิงไฟฟ้า CHENG DAY BLACK 2 TONS ชนิดรางเดี่ยว,เรือ ปี 62,"58000.0000",0,,"","","",1,"0"
